Cwmystwyth
Location: 2773E 2749N, 301 metres amsl
Estimated data is marked with a * after the value.
Missing data (more than 2 days missing in month) is marked by  ---.
Sunshine data taken from an automatic Kipp & Zonen sensor marked with a #, otherwise sunshine data taken from a Campbell Stokes recorder.
   yyyy  mm   tmax    tmin      af    rain     sun
              degC    degC    days      mm   hours
  1970    6   ---      9.8       0   128.6   158.0
  1970    7   15.4     9.5       0   189.7    83.9
  1970    8   17.6     9.7       0   136.8   112.1
  1970    9   15.9     9.3       0   124.4    72.4
  1970   10   12.1     6.5       1   216.0    56.9
  1970   11    9.4     4.4       3   304.2    ---
  1970   12    5.7     0.8      15   107.7    40.2
  1971    1    6.3     1.5       9   178.5    20.7
  1971    2    6.2     0.3      15   114.3    30.5
  1971    3    6.5     0.9       8   107.6    50.8
  1971    4   10.2     2.6       6    78.7    96.1
  1971    5   14.6     4.8       5    72.3   188.7
  1971    6   13.9     6.7       1   178.9    80.9
  1971    7   19.9     9.4       0    40.1   185.9
  1971    8   17.4    10.4       0   171.6    93.2
  1971    9   17.7     8.4       0    70.2   152.0
  1971   10   14.0     6.8       0   184.9   105.1
  1971   11    8.5     2.4      13   216.4    51.3
  1971   12    7.6     3.2       7    76.3    24.1
  1972    1    5.2     0.8      10   162.9    32.0
  1972    2    5.3     0.7      11   122.3    29.1
  1972    3    9.0     1.6      11   168.0   109.7
  1972    4    9.5     3.0       2   200.6   113.2
  1972    5   11.4     4.4       3   103.5    84.9
  1972    6   12.0     5.5       1   164.9    65.0
  1972    7   17.5     9.9       0    97.1   126.5
  1972    8   ---      8.3       0    79.9   151.0
  1972    9   14.4     5.1       1    43.9   124.8
  1972   10   12.5     6.2       2    51.4    78.8
  1972   11    8.3     2.5      10   237.5    32.3
  1972   12    7.9     2.5       6   184.9    24.3
  1973    1    5.8     1.7      11   152.5    20.7
  1973    2    5.5     1.0       9   167.4    37.4
  1973    3    8.9    -0.2      20    84.3    ---
  1973    4    9.1     0.8      11   125.9    ---
  1973    5   13.2     5.6       2   162.6    ---
  1973    6   16.6     8.0       1    31.3    ---
  1973    7   17.1     8.7       0   129.0    ---
  1973    8   18.7    11.0       0   159.6    ---
  1973    9   16.1     8.5       0   178.4    ---
  1973   10   11.5     4.8       4   153.1    ---
  1973   11    8.8     2.5       9   218.1    ---
  1973   12    7.1     1.6       9   259.5    ---
  1974    1    7.4     2.3       7   266.2    ---
  1974    2    6.8     1.1      12   173.5    41.8
  1974    3    7.7     0.4      15    79.5    94.1
  1974    4   11.9     2.6       6    21.4   150.4
  1974    5   12.5     4.7       3    97.4   137.5
  1974    6   15.2     7.9       0   105.3   164.4
  1974    7   15.2     9.4       0   227.5   109.5
  1974    8   16.7     8.7       0   115.2   144.4
  1974    9   12.9     6.6       4   258.7    82.9
  1974   10    9.3     3.4       4   202.3    68.8
  1974   11    8.1     2.9       4   224.9    32.1
  1974   12    8.8     4.3       3   305.9     8.4
  1975    1    7.7     3.2       4   292.9    15.1
  1975    2    6.7     1.0      10    45.0   105.8
  1975    3    6.3     0.5      13    90.2    90.6
  1975    4   10.0     3.0       9   154.1   113.9
  1975    5   13.2     3.7       2    49.3   213.5
  1975    6   17.8     7.9       0    21.1   245.9
  1975    7   18.8    10.9       0   117.3   152.9
  1975    8   20.5    11.2       0    87.1   185.2
  1975    9   14.8     6.9       1   191.9   125.1
  1975   10   12.7     4.8       4    86.0   131.0
  1975   11    8.2     2.4       5   188.9    48.9
  1975   12    6.4     1.8       9   165.1    13.8
  1976    1    6.2     2.3       9   177.6    28.9
  1976    2    6.1     0.7      14   120.3    55.4
  1976    3    6.7     0.4      13    90.5   102.8
  1976    4   10.3     2.2       6    44.2   139.2
  1976    5   13.3     6.0       1   122.1   125.4
  1976    6   18.8     8.9       0    34.3   197.6
  1976    7   20.2    10.5       0    64.5   183.8
  1976    8   21.5     9.7       0     9.3   260.2
  1976    9   15.2     7.2       0   156.2    84.1
  1976   10   11.6     5.5       1   218.5    58.8
  1976   11    8.3     2.3       7   126.8    52.8
  1976   12    3.7    -1.3      21   104.7    32.7
  1977    1    4.0    -0.5      15   150.3    26.7
  1977    2    6.6     1.6       8   268.2    43.5
  1977    3    8.4     2.8       5   140.4    64.6
  1977    4    8.1     2.1       9   139.0   119.8
  1977    5   13.7     4.2       2    81.8   257.0
  1977    6   14.8     6.3       0   150.1   165.1
  1977    7   17.8    10.1       0   113.3   181.4
  1977    8   17.5     9.0       0   116.3   141.2
  1977    9   14.2     7.7       0   152.6    90.8
  1977   10   13.5     7.7       0   158.1    98.0
  1977   11    7.4     2.3      10   291.7    48.4
  1977   12    7.4     2.6       5   210.1    30.4
  1978    1    4.6     0.2       9   186.4    29.2
  1978    2    3.9    -0.7      16    98.5    31.6
  1978    3    7.8     2.1       7   148.6    64.0
  1978    4    8.3     1.2      11    99.9    97.3
  1978    5   14.6     5.2       0    60.7   171.9
  1978    6   14.8     8.0       0   147.9   126.1
  1978    7   15.6     9.0       0   198.5   117.5
  1978    8   16.0     9.4       0    99.9   103.7
  1978    9   14.9     8.2       0   183.8    87.8
  1978   10   13.6     7.7       1    59.6    62.3
  1978   11   10.0     4.1       7   201.5    50.5
  1978   12    5.9     0.9      14   199.6    33.6
  1979    1    2.5    -3.5      27   171.7    47.0
  1979    2    2.2    -2.6      25    73.2    60.3
  1979    3    5.6    -0.5      18   240.9    53.3
  1979    4    9.4     1.9       9    89.3   113.5
  1979    5   10.9     2.9       7   247.0   134.3
  1979    6   15.4     7.1       0    71.5   133.5
  1979    7   17.3     9.0       0    49.5   145.7
  1979    8   15.9     8.5       0   231.7   124.1
  1979    9   15.1     6.5       2   138.7   121.1
  1979   10   13.0     6.7       0   141.4    83.0
  1979   11    9.1     3.4       7   274.7    28.0
  1979   12    7.2     2.3       8   315.8    25.4
  1980    1    4.1    -0.8      19   129.1    35.9
  1980    2    7.5     2.5       4   165.8    35.8
  1980    3    6.0     0.5      11   175.9    55.2
  1980    4   11.0     1.8       7    27.0   142.3
  1980    5   14.5     5.0       1    61.6   202.1
  1980    6   14.3     8.5       0   213.5   100.3
  1980    7   16.3     8.8       0    86.8   118.7
  1980    8   16.9    10.2       0   137.4    80.0
  1980    9   15.6     9.9       0   110.6    88.5
  1980   10   10.5     4.2       4   226.3    61.7
  1980   11    7.3     3.2       9   211.3    50.2
  1980   12    7.4     2.0      10   250.2    22.1
  1981    1    6.4     0.9      15   191.6    26.6
  1981    2    4.6    -0.6      17   103.1    68.5
  1981    3    8.9     4.0       3   350.0    57.0
  1981    4   10.2     3.0       8    66.1   137.8
  1981    5   12.8     5.9       2   143.4    96.8
  1981    6   13.7     8.1       0    71.6    79.3
  1981    7   15.9    10.0       0   113.4   101.9
  1981    8   18.3    10.4       0    87.5   168.9
  1981    9   16.0     8.7       0   250.7    92.5
  1981   10    9.7     3.6       4   356.1    64.2
  1981   11    9.2     3.9       2   168.0    32.6
  1981   12    2.9    -2.6      23   130.2    22.6
   1982   1   ---     ---     ---    170.8    34.4
  1982    2    6.9     1.4      11    98.1    49.9
  1982    3    8.0     1.1       9   174.0   105.9
  1982    4   10.9     2.4       6    43.5   141.8
  1982    5   13.7     4.9       6    42.2   156.3
  1982    6   17.5     9.5       0   142.9   123.0
  1982    7   18.5    10.8       0    40.6   138.3
  1982    8   16.6    10.4       0   192.5   101.2
  1982    9   16.6     8.2       0   149.8    91.5
  1982   10   11.9     5.8       2   155.4    62.1
  1982   11    9.1     4.2       6   247.5    25.9
  1982   12    6.3     1.1      14   207.3    11.5
  1983    1    7.7     3.0       4   297.6    17.2
  1983    2    3.4    -1.4      19    94.1    87.3
  1983    3    7.6     1.9       8   169.6    31.9
  1983    4    8.8     0.8      11   154.1   118.2
  1983    5   11.7     4.9       0   124.7   101.2
  1983    6   15.9     8.7       0   104.9   100.6
  1983    7   22.4    12.2       0    40.0   202.6
  1983    8   20.0    10.5       0   162.0   191.3
  1983    9   14.9     9.0       0   217.1    75.0
  1983   10   11.6     5.9       3   265.8    73.2
  1983   11    9.0     4.0       6   133.2    46.6
  1983   12    8.2     2.7       8   212.4    35.5
  1984    1    5.7     0.3      11   254.7    22.0
  1984    2    5.9    -0.1      15   126.4    46.9
  1984    3    5.9     0.5      14    65.6    51.6
  1984    4   11.9     2.4      11    19.1   201.7
  1984    5   13.5     3.6       4    44.7   198.0
  1984    6   16.3     8.1       0    88.7   148.3
  1984    7   19.5     9.2       0    46.2   239.3
  1984    8   20.2    10.9       0    88.1   170.9
  1984    9   14.6     8.6       0   241.0    93.2
  1984   10   12.9     6.3       1   224.3    87.6
  1984   11    8.7     3.8       4   253.5    34.1
  1984   12    7.3     1.9       6   177.8    30.2
  1985    1    3.0    -3.0      27    91.7    44.1
  1985    2    4.9    -0.5      11    67.3    88.1
  1985    3    6.4     0.2      16   100.6    86.4
  1985    4   10.1     3.4       5   158.2    99.0
  1985    5   13.1     5.1       2    66.4   162.3
  1985    6   14.3     6.6       1   259.0   147.8
  1985    7   17.4    10.7       0   133.2   154.4
  1985    8   15.0     9.8       0   213.9    86.4
  1985    9   16.8     9.8       0    89.3    96.5
  1985   10   13.0     6.3       1   103.5    97.0
  1985   11    6.0     0.4      14   117.1    51.7
  1985   12   ---     ---     ---     ---     ---
  1986    1    4.8     0.4      15   253.3    17.1
  1986    2   -0.1    -4.9      26     9.6   116.5
  1986    3    6.9     0.8       9   188.1    82.2
  1986    4    7.0     0.5      11   100.3   101.7
  1986    5   12.1     6.1       0   109.3   140.3
  1986    6   17.8     9.5       0    52.6   141.2
  1986    7   16.0    10.1       0   196.7    91.0
  1986    8   14.7     7.9       0   154.0   104.0
  1986    9   13.8     5.2       2    26.4   138.7
  1986   10   12.8     6.6       1   201.9    79.7
  1986   11    9.5     3.4       1   315.4    57.2
  1986   12    7.8     2.5       8   356.4    25.7
  1987    1    3.0    -1.7      19    66.3    47.7
  1987    2    5.6    -0.1      16   103.2    61.4
  1987    3    5.2     0.5      16   189.1    78.0
  1987    4   12.6     5.0       2   132.3   137.5
  1987    5   12.0     3.9       6   103.1   179.1
  1987    6   13.6     7.0       1   146.4    93.1
  1987    7   17.3     9.8       0   167.8   131.3
  1987    8   17.0     9.9       0    94.3   145.8
  1987    9   15.2     8.4       1   133.6   123.3
  1987   10   11.5     5.4       3   290.2    88.6
  1987   11    8.1     2.9       7   194.8    55.6
  1987   12    6.7     2.7       7   152.2    28.8
  1988    1    6.6     2.2       4   252.4    27.8
  1988    2    6.6     0.7      12    90.8    70.7
  1988    3    7.1     2.4       7   264.9    53.2
  1988    4   11.0     3.0       5    43.5   148.5
  1988    5   14.3     5.7       1   116.4   158.9
  1988    6   17.1     8.6       0    47.6   177.5
  1988    7   14.7     9.7       0   233.8    83.4
  1988    8   16.1     9.4       0   226.2   107.8
  1988    9   14.6     7.7       1   249.9   119.5
  1988   10   12.3     5.8       2   153.4    84.3
  1988   11    8.9     1.1      14    96.5    71.1
  1988   12    8.6     4.7       2   159.8    15.9
  1989    1    7.7     2.7       4   122.4    46.3
  1989    2    7.3     2.0       9   201.2    63.9
  1989    3    9.2     2.4       7   205.4    71.7
  1989    4    8.5     0.8      13   121.1   130.7
  1989    5   16.1     7.1       0    34.2   214.4
  1989    6   16.9     7.5       1   104.1   198.6
  1989    7   20.4    11.3       0    49.6   223.1
  1989    8   17.4    10.2       0   127.4   173.8
  1989    9   16.1     8.4       0    94.6   106.1
  1989   10   13.1     7.3       0   291.3    59.6
  1989   11    9.0     3.3       5   144.5    68.5
  1989   12    6.6     1.1       7   193.2    20.1
  1990    1    7.9     3.5       3   293.1    31.7
  1990    2    8.6     3.2       1   245.5    35.3
  1990    3    9.8     3.9       4    74.5    84.5
  1990    4   10.3     2.3       8    91.4   164.0
  1990    5   16.3     6.5       1    45.6   245.7
  1990    6   14.6     8.2       0   142.2    93.1
  1990    7   19.9    10.4       0    95.2   258.8
  1990    8   19.1    11.8       0   131.3   143.4
  1990    9   14.6     6.9       0   181.7   146.7
  1990   10   12.9     7.6       0   227.7    67.3
  1990   11    7.9     2.9       8   157.6    46.2
  1990   12    6.1     0.4      15   264.6    26.6
  1991    1    4.7    -0.3      18   147.9    49.3
  1991    2    3.7    -2.6      19   156.4    59.0
  1991    3    9.4     3.4       6   115.4    78.3
  1991    4    9.9     2.9       6   174.4   119.0
  1991    5   13.1     5.1       3    27.1   143.8
  1991    6   13.2     7.0       2   127.4   108.9
  1991    7   18.8    11.8       0   132.5   131.7
  1991    8   18.6    10.5       0   118.9   160.8
  1991    9   17.6     8.6       0   145.1   159.1
  1991   10   11.2     5.6       2   186.4    82.2
  1991   11    8.2     2.9       6   241.0    35.6
  1991   12    6.7     1.9       8   115.7    38.2
  1992    1    5.9     0.3      16   111.0    70.8
  1992    2    7.4     1.8       7   106.6    36.0
  1992    3    8.3     2.8       4   261.3    54.2
  1992    4   10.4     3.3       5   135.1   106.5
  1992    5   16.5     7.4       1    93.5   220.1
  1992    6   18.7     8.0       0    55.0   200.7
  1992    7   17.8    10.9       0   115.5   126.9
  1992    8   15.8     9.4       0   257.4   126.5
  1992    9   14.8     8.3       0   136.5    95.2
  1992   10    9.4     3.3       7   202.1    71.7
  1992   11    9.2     3.8       3   290.2    29.1
  1992   12    5.8     0.5      15   211.0    40.8
  1993    1    7.8     2.4       4   299.7    21.4
  1993    2    6.5     2.0       5    34.9    41.2
  1993    3    8.0     2.1      10    56.3    76.5
  1993    4   11.3     5.2       2   129.8   109.7
  1993    5   14.4     5.7       3   118.7   156.4
  1993    6   17.5     8.8       0   148.1   172.7
  1993    7   16.0     9.5       0   211.6   124.3
  1993    8   16.4     8.3       0   139.4   119.6
  1993    9   14.7     7.2       0   117.6   106.6
  1993   10    9.8     3.5       9    77.3   106.2
  1993   11    7.0     1.1      13   139.0    63.5
  1993   12    7.1     1.9       8    ---     12.4
  1994    1    6.8     1.6       6   254.3    39.2
  1994    2    4.6     0.0      13   125.9    48.3
  1994    3    8.1     3.3       2   323.1    75.7
  1994    4    9.5     2.7       5   182.3   121.0
  1994    5   12.8     5.6       0    60.5   133.1
  1994    6   15.7     7.9       0    93.5   122.1
  1994    7   19.3    10.4       0    82.4   165.1
  1994    8   17.0     9.9       0    82.9   126.8
  1994    9   13.5     8.1       0   160.3    87.0
  1994   10   12.8     6.1       3   229.7   113.4
  1994   11   11.3     7.3       1   143.6    32.2
  1994   12    8.4     3.2       5   350.1    35.2
  1995    1    6.5     1.3      11   324.2    29.2
  1995    2    7.6     2.8       3   252.4    31.8
  1995    3    7.0     0.3      16   141.1   107.7
  1995    4   11.2     3.4       3    77.7   159.8
  1995    5   14.3     5.5       4    77.7   157.8
  1995    6   16.8     7.8       0    62.1   210.4
  1995    7   20.6    12.0       0   114.5   178.8
  1995    8   23.2    11.9       0    24.3   242.4
  1995    9   15.3     7.7       0   153.1   118.0
  1995   10   15.4     9.0       0    85.1    97.7
  1995   11    9.8     3.6       5   102.2    62.9
  1995   12    4.3    -0.9      17   100.9    36.7
  1996    1    5.3     1.5      11    69.9    23.9
  1996    2    4.5    -1.6      22   171.5    78.5
  1996    3    6.5     0.6      12    70.8    61.8
  1996    4   10.6     3.1       8    90.4   102.3
  1996    5   11.5     3.1       7   166.9   154.8
  1996    6   17.0     7.5       0    56.3   184.5
  1996    7   17.9     9.9       0    91.8   164.1
  1996    8   18.4    10.1       0   142.3   158.4
  1996    9   16.5     7.9       0    85.6   150.4
  1996   10   12.9     7.2       0   217.4    59.9
  1996   11   ---     ---     ---     ---     ---
  1996   12   ---     ---     ---     ---     ---
  1997    1    5.1    -0.7      19     8.2    ---
  1997    2    7.9     2.5       4   265.3     5.9
  1997    3   10.2    ---     ---     94.9   112.0
  1997    4   12.0     3.3       3    47.6   142.2
  1997    5   15.3     6.1       3   158.3   205.0
  1997    6   16.0     8.9       0   170.1   109.3
  1997    7   19.0     9.9       0   106.7   189.0
  1997    8   20.8    12.9       0   163.9   152.8
  1997    9   15.9     9.5       0    79.9   107.5
  1997   10   13.3     5.8       5   128.6   119.6
  1997   11   10.1     5.3       0   263.7    33.8
  1997   12    7.9     2.2       9   157.8    42.3
  1998    1    6.8     1.8      13   224.2    37.7
  1998    2    9.3     3.6       3    71.7    51.3
  1998    3    9.6     3.9       2   287.0    59.0
  1998    4    9.4     2.9       7   186.3   119.5
  1998    5   16.8     7.0       0    56.4   221.2
  1998    6   15.3     9.5       0   230.8    98.9
  1998    7   15.9    10.3       0   172.5    83.1
  1998    8   17.6     9.8       0   162.0   133.5
  1998    9   16.2     9.9       0   233.1    91.7
  1998   10   12.2     6.2       1   354.4    67.8
  1998   11    8.3     2.8       6   157.1    36.0
  1998   12    7.7     1.9      11   149.0    21.4
  1999    1    7.4     1.9       7   302.4    22.2
  1999    2    6.5     1.7       7   234.8    34.6
  1999    3    9.1     3.0       5   157.5    62.3
  1999    4   10.8     4.4       5   157.5    95.3
  1999    5   14.9     7.7       0    98.2    77.3
  1999    6   16.2     7.6       0   114.2   121.0
  1999    7   20.2    11.6       0    36.2   187.2
  1999    8   18.5    10.4       0   115.9   105.9
  1999    9   17.7     9.3       0   199.0   132.2
  1999   10   12.4     6.3       1   213.7    93.3
  1999   11    9.0     4.0       4   191.2    51.4
  1999   12    7.4     1.4       7   347.4    15.9
  2000    1    6.2     1.0      15   176.1    29.0
  2000    2    7.4     2.4       4   272.0    55.5
  2000    3    9.0     2.6       5   130.7    80.4
  2000    4   10.2     2.3       8   171.2   124.8
  2000    5   15.0     6.4       0   144.0   171.7
  2000    6   16.7     9.4       0   140.6   119.5
  2000    7   17.9     9.8       0   166.8   158.8
  2000    8   18.2    10.9       0   147.1   133.3
  2000    9   16.8     9.8       0   188.9    93.6
  2000   10   11.8     5.7       0   352.5    39.6
  2000   11    8.2     3.5       1   424.4    15.2
  2000   12    7.1     2.4       7   245.5    11.1
  2001    1    5.4     0.1      12   116.7    35.0
  2001    2    6.8    -0.2      16   156.7    68.1
  2001    3    7.2     0.9      14   115.3    81.0
  2001    4    9.5     2.1       8   187.3    96.4
  2001    5   16.4     6.5       1    84.0   161.9
  2001    6   16.4     7.8       0    64.3   124.0
  2001    7   18.6    10.8       0   155.3   105.7
  2001    8   18.2    10.9       0   172.6   126.7
  2001    9   15.1     8.2       0   167.4    90.9
  2001   10   14.7     9.0       0   245.1    70.1
  2001   11   10.2     3.7       4   311.6    32.5
  2001   12    6.5     0.5      13   107.2    50.8
  2002    1    8.0     2.3       9   211.6    20.8
  2002    2    8.6     2.9       5   401.3    38.2
  2002    3    9.6     3.1       5    88.8    73.5
  2002    4   12.3     3.9       2   133.9   140.1
  2002    5   13.9     6.7       0   119.7   157.6
  2002    6   14.9     8.8       0    76.4   110.0
  2002    7   16.7     9.8       0   107.2   124.4
  2002    8   18.2    10.6       0    79.1   138.2
  2002    9   16.9     8.7       0    80.5   152.6
  2002   10   12.4     6.0       1   222.2    81.7
  2002   11   10.3     5.5       0   290.9    ---
  2002   12    7.1     3.1       3   246.8    26.2
  2003    1   ---      1.3       9   179.6    50.6
  2003    2    6.5     0.6      12    73.6    91.9
  2003    3   11.3     2.9       5    98.1   167.1
  2003    4   13.5     4.3       4    65.3   189.4
  2003    5   13.4     6.5       1   178.6   148.7
  2003    6   18.1     9.8       0    54.9   177.9
  2003    7   18.5    12.0       0   135.2   102.5
  2003    8   20.3    11.7       0    40.3   172.8
  2003    9   17.2     7.6       0    61.0   116.7
  2003   10   11.0     4.3       8   157.2   102.5
  2003   11   10.1     4.3       3   170.4    44.3
  2003   12    7.4     1.5      12   238.7    37.6
  2004    1    6.8     1.6       8   264.9    13.6
  2004    2    6.9     0.8      15   141.3    97.7
  2004    3   ---      1.6      10    89.0   111.1
  2004    4   11.3     4.4       2    87.3   112.0
  2004    5   14.4     5.8       0    97.3   199.5
  2004    6   16.9     9.4       0    98.4   158.8
  2004    7   16.5    10.0       0   142.6   139.0
  2004    8   18.9    12.0       0   179.3   150.2
  2004    9   16.2     9.8       0   283.5   117.1
  2004   10   12.0     6.4       0   333.3    96.2
  2004   11    9.4     4.5       5   154.5    30.3
  2004   12    7.9     2.7       6   209.0    30.2
  2005    1    7.7     2.8       3   170.5    37.3
  2005    2   ---     ---     ---    146.8    ---
  2005    3    9.3     2.9      10    87.8    67.4
  2005    4   11.2     3.9       3   129.3   138.8
  2005    5   13.9     5.5       1    71.8   189.3
  2005    6   17.8     9.8       0    94.1    ---
  2005    7   18.5    11.3       0   104.1   156.4
  2005    8   18.5     9.9       0   115.4   168.7
  2005    9   17.0     9.4       0   149.1   116.5
  2005   10   14.2     8.8       0   191.8    83.0
  2005   11    9.3     1.7      13   249.9    80.6
  2005   12    7.0     1.9      10   226.2    26.3
  2006    1    5.9     1.4      15    97.2    54.6
  2006    2    5.3     0.2      14   121.9    64.0
  2006    3    6.9     0.9      12   196.3    84.2
  2006    4   10.8     3.6       5    97.0   144.9
  2006    5   14.3     6.2       1   190.3   158.3
  2006    6   ---     ---     ---     30.0    ---
  2006    7   ---     ---     ---     51.8    ---
  2006    8   ---     ---     ---    170.2    ---
  2006    9   ---     ---     ---     72.6    ---
  2006   10   14.5     8.5       0   205.6    98.2
  2006   11   10.5     3.2       6   228.9    71.1
  2006   12    8.3     3.0       7   304.2    31.0
  2007    1    8.7     3.4       5   223.0    31.1
  2007    2    7.9     2.1       8   165.2    75.1
  2007    3    9.5     2.2       6   117.2   131.4
  2007    4   15.8     4.4       3    18.8   232.5
  2007    5   14.5     6.0       2   192.5   176.4
