Waddington
Location 4988E 3653N 68m amsl
Estimated data is marked with a * after the value.
Missing data (more than 2 days missing in month) is marked by  ---.
Sunshine data taken from an automatic Kipp & Zonen sensor marked with a #, otherwise sunshine data taken from a Campbell Stokes recorder.
   yyyy  mm   tmax    tmin      af    rain     sun
              degC    degC    days      mm   hours
   1981   7   20.2    11.6       0    34.2   176.5
   1981   8   20.7    11.6       0    68.5   185.4
   1981   9   19.3    10.2       0    86.2   175.9
   1981  10   11.7     4.5       1    55.6   134.3
   1981  11   10.2     4.1       0    23.6    66.1
   1981  12    1.9    -3.4      24    49.8    54.9
   1982   1    5.0    -1.2      16    35.8    62.3
   1982   2    7.3     1.3       9    19.7    58.1
   1982   3    9.6     2.3       4    67.5   161.4
   1982   4   12.8     4.1       0     7.2   177.5
   1982   5   16.9     6.5       0    24.4   257.5
   1982   6   19.1    11.5       0   146.6   134.8
   1982   7   20.7    12.2       0    21.5   186.5
   1982   8   20.2    11.8       0    77.9   172.3
   1982   9   18.7     9.9       0    47.5   162.7
   1982  10   13.0     6.7       0    59.6    80.3
   1982  11    9.7     5.0       4    48.4    65.2
   1982  12    6.5     0.6      15    46.1    49.2
   1983   1    9.1     3.3       4    43.4    65.4
   1983   2    3.4    -1.2      20    42.6    63.9
   1983   3    9.6     3.1       2    38.1    92.9
   1983   4   10.5     2.6       2    90.7   138.5
   1983   5   13.4     6.0       0   107.8   123.2
   1983   6   18.0     9.5       0    15.0   170.0
   1983   7   24.5    13.2       0    42.1   245.6
   1983   8   22.0    12.4       0    42.4   204.7
   1983   9   17.0     9.9       0    63.5   122.1
   1983  10   13.6     6.9       2    31.9   120.2
   1983  11    9.5     4.8       5    42.7    47.1
   1983  12    7.4     2.4       8    39.7    57.9
   1984   1    5.4     0.0      12    90.5    73.3
   1984   2    5.5    -0.2      13    40.7    67.1
   1984   3    7.2     1.5       5    52.0    52.5
   1984   4   12.4     2.6       5    14.8   211.9
   1984   5   13.7     5.0       0    70.4   172.8
   1984   6   18.5    10.2       0    27.4   205.9
   1984   7   21.8    11.2       0    16.7   226.7
   1984   8   22.2    12.4       0    90.2   220.4
   1984   9   16.6    10.4       0    81.2   106.5
   1984  10   14.6     7.2       0    35.5   120.5
   1984  11   10.0     5.1       0    94.6    50.6
   1984  12    7.2     2.0       7    47.0    62.6
   1985   1    3.1    -1.9      23    55.8    44.9
   1985   2    5.0    -1.0      15     3.1    87.9
   1985   3    7.8     0.8      13    48.2   125.3
   1985   4   11.7     4.6       2    43.8   118.2
   1985   5   14.1     6.6       0    70.7   149.9
   1985   6   16.1     8.4       0   103.6   169.2
   1985   7   20.2    12.0       0    41.7   201.9
   1985   8   18.6    10.8       0    54.1   156.5
   1985   9   18.9    10.6       0    17.9   140.1
   1985  10   14.5     7.9       0    20.8   117.3
   1985  11    6.5     0.8      12    73.2   101.5
   1985  12    8.2     3.8       5    77.6    36.3
   1986   1    5.5     0.2      14    52.6    75.4
   1986   2    0.6    -3.7      24    24.0    85.3
   1986   3    8.6     1.0       8    47.2   138.0
   1986   4    9.2     2.2       7    64.4   134.3
   1986   5   15.7     7.3       0    82.6   222.2
   1986   6   19.1     9.6       0    37.0   236.5
   1986   7   20.4    11.8       0    42.9   198.2
   1986   8   17.4     9.8       0    85.6   143.2
   1986   9   16.2     7.0       0    17.0   191.0
   1986  10   14.4     6.7       0    40.1   124.8
   1986  11   10.4     4.3       0    56.9    85.6
   1986  12    8.2     2.7       5    74.2    61.7
   1987   1    2.6    -1.6      19    32.8    54.7
   1987   2    6.3     0.0      14    43.7    70.1
   1987   3    7.2     0.5      16    65.6   107.2
   1987   4   14.4     5.5       0    50.4   155.6
   1987   5   13.8     5.7       0    50.8   188.8
   1987   6   16.3     9.3       0   104.4   133.5
   1987   7   19.5    11.9       0    61.9   165.9
   1987   8   19.1    12.0       0    77.1   126.3
   1987   9   17.7     9.6       0    43.7   158.4
   1987  10   12.8     6.1       0    96.2   114.7
   1987  11    8.4     3.9       3    36.8    45.9
   1987  12    7.8     3.1       8    30.9    28.4
   1988   1    7.3     2.1       4    98.8    54.9
   1988   2    7.5     1.4       8    30.5   121.8
   1988   3    9.2     2.5       6    70.9    97.6
   1988   4   11.7     4.3       3    24.6   119.7
   1988   5   15.8     7.1       0    49.6   197.0
   1988   6   17.9    10.0       0    38.2   168.9
   1988   7   18.7    11.4       0   132.7   155.7
   1988   8   19.9    11.6       0    47.7   191.0
   1988   9   17.1     9.5       0    20.7   139.1
   1988  10   13.5     7.1       2    33.6   108.4
   1988  11    8.2     1.8       9    41.1   101.2
   1988  12    9.3     4.6       0    24.4    56.6
   1989   1    8.5     3.0       3    21.0    72.1
   1989   2    8.9     2.0       4    26.2   109.3
   1989   3   11.0     3.4       3    43.8   112.0
   1989   4    9.6     2.7       2    82.0   123.5
   1989   5   18.1     7.8       0     8.4   290.9
   1989   6   19.9     9.4       0    74.8   240.7
   1989   7   22.8    12.8       0    31.1   258.1
   1989   8   22.1    11.7       0    34.1   266.2
   1989   9   19.1    10.8       0    31.0   140.2
   1989  10   15.2     8.2       0    60.5   102.6
   1989  11    9.2     3.1       4    37.0    92.5
   1989  12    6.9     2.5       3    88.1    26.1
   1990   1    9.0     3.2       3    48.9    72.3
   1990   2   10.3     3.9       2    65.9    86.3
   1990   3   12.4     4.6       2    13.5   166.8
   1990   4   13.0     3.3       3    18.4   209.7
   1990   5   17.7     7.5       0    16.0   244.8
   1990   6   17.7     9.6       0    61.4   116.7
   1990   7   22.0    11.4       0    24.3   259.3
   1990   8   24.0    13.3       0    49.9   250.3
   1990   9   17.3     9.7       0    36.0   139.8
   1990  10   15.2     8.7       0    55.4   107.0
   1990  11    9.0     4.0       1    35.0    46.6
   1990  12    6.7     1.9       4    36.2    48.0
   1991   1    5.5     0.1      14    37.7    82.3
   1991   2    4.4    -1.0      16    63.0    47.3
   1991   3   11.1     4.3       4    27.4    86.9
   1991   4   11.7     3.7       1    37.1   157.2
   1991   5   14.3     7.0       0    11.2   133.8
   1991   6   16.0     8.2       0    42.8   144.4
   1991   7   22.9    13.1       0    14.2   227.8
   1991   8   22.8    12.6       0    10.5   222.8
   1991   9   19.7     9.8       0    73.0   195.0
   1991  10   13.2     7.2       0    28.5    90.0
   1991  11    9.4     2.9       4    43.2    68.0
   1991  12    7.3     1.6      10    23.0    56.1
   1992   1    5.6     0.6      16    61.5    61.2
   1992   2    8.7     2.1       7    21.3    76.5
   1992   3   10.3     3.6       0    58.4    91.2
   1992   4   12.4     5.0       2    25.1   133.9
   1992   5   18.6     8.2       0    34.4   260.7
   1992   6   20.8    11.1       0    24.9   192.7
   1992   7   20.4    12.5       0   108.8   174.9
   1992   8   19.9    11.6       0    70.7   194.1
